Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
katGitsuite,,,,2021-10-06 15:08:19,2021-10-06 15:08:24,5.654s,FAILED
,,,,,,,
Test Cases/test1,,,,2021-10-06 15:08:19,2021-10-06 15:08:23,3.695s,FAILED
"openBrowser("""")",,,,2021-10-06 15:08:20,2021-10-06 15:08:23,3.243s,FAILED
,,,,,,,
Test Cases/test2,,,,2021-10-06 15:08:23,2021-10-06 15:08:24,1.580s,FAILED
"openBrowser("""")",,,,2021-10-06 15:08:23,2021-10-06 15:08:24,1.212s,FAILED
